Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
$	NULL				$
^	NULL				^
ç	ç	a mɯ çi, bɯ çә	Kucong	22	\xe7
ü	ü	nü er32, nü hai32	Mandarin Chinese	4	\xfc
^ç	ç	çәr, çi bɯ	Kucong	29	^ \xe7
+	+	v+ ka*	Na (Lahu)	1	+
ee	eː	keelmil aol huhu, aq keel	Hani	19	e e
ii	iː	siivq, siil	Hani, Zaiwa, Sichuan Yi	9	i i
yy	yː	hapyyr, saq yyuq piul taoq	Hani, Sichuan Yi	4	y y
^ee	eː	eelju, eelniq niq	Hani	4	^ e e
^ii	iː	iie* ta*	Na (Lahu)	1	^ i i
^yy	yː	yyxiy, yyxcy	Sichuan Yi	3	^ y y
ee$	eː	kaoq baoq gee, doq hheivq gee	Hani	5	e e $
uu$	uː	auu	Kucong	1	u u $
yy$	yː	axyy, jjiyy	Sichuan Yi	4	y y $
&	<?>	d&o	Nesu	1	&
*	<?>	ka* meu* khawd, ca* ti* tu*	Na (Lahu)	36	*
-	<?>	n-gup, -ga	Jinghpaw, Kucong	6	-
.	<?>	v.55 dzv.31, pv.55	Biyo, Naxi, Baihong, Samei, Jino, Na (Lahu), Kucong, Zauzou	143	.
1	<?>	wu1 ya1, bei1 zi0	Mandarin Chinese	6	1
2	<?>	wen2 zi0, hua2 jiang3	Mandarin Chinese	4	2
3	<?>	shui3 ta3, da3 kai1	Mandarin Chinese	3	3
4	<?>	wei4 dao0, shu4 ye4	Mandarin Chinese	11	4
?	<?>	no? 21, lo? 21 ŋju_i 21	Zaiwa, Zauzou, Na (Lahu), Kucong, Nisu	38	?
ә	<?>	mә gә lә ә, çәr	Naxi, Samei, Kucong, Jino, Nusu	124	\u04d9
A	<?>	mA53 dA 21, ŋA31 nA35 pA31	Lahu Shi, Nisu, Nusu	225	A
E	<?>	dzE 33, tsE 55 lE 55	Nisu	48	E
L	<?>	dzɤ Lɤ	Samei	1	L
S	<?>	tSo	Nusu	1	S
`	<?>	ʃo` 21 ku_ 21, pjo` 21 pau 55 mji 21	Zaiwa	30	`
&h	<?>	nd&hi 21	Nesu	1	& h
*$	<?>	pheu*, peoq meof peu*	Na (Lahu)	60	* $
0$	<?>	bei1 zi0, wen2 zi0	Mandarin Chinese	5	0 $
1$	<?>	gao1, gan1	Mandarin Chinese	61	1 $
11	<?>	ɕi11 A11, sA11 bɔ54	Lahu Shi	4	1 1
13	<?>	tʂhә 13 kv33, la 13 tsu 13	Naxi	2	1 3
2$	<?>	chang2, shu2	Mandarin Chinese	50	2 $
21	<?>	ŋo 21 ne_ 21 ne_ 21, pha? 21 lap 21 kom 51	Zaiwa, Nisu, Nesu, Lahu Shi, Biyo	239	2 1
23	<?>	mbi 23 ndi31	Naxi	1	2 3
3$	<?>	jiao3, wan3	Mandarin Chinese	61	3 $
31	<?>	wo 55 dʊ31 ba31 la31, a31 jo31	Baihong, Biyo, Lahu Shi, Lisu, Zauzou, Naxi, Zaiwa	511	3 1
33	<?>	nA33 mo31 nA33 gɤ53 sɯ54, ni33 ma33 sɨ11	Lahu Shi, Naxi, Nesu, Nisu, Biyo, Zauzou, Lisu, Baihong	279	3 3
35	<?>	kæ 35 mi 35 ʑa 44, mɯ 31 lɯ 35 ku 35 dʒɪ 33	Lahu Shi, Lisu, Zauzou, Biyo	88	3 5
4$	<?>	jin4, la4	Mandarin Chinese	74	4 $
42	<?>	nɛ 42 nɛ 42, zo 31 mo 42 ʑa 44	Zauzou, Lisu	35	4 2
44	<?>	ko 44 ma 44 se 33, niɛ 55 ma 44 dʒɛ 44 dʒɛ 31	Lisu, Zauzou	69	4 4
51	<?>	vui 51 li 21 li 21, ma` khon 51 ko 51	Zaiwa	21	5 1
53	<?>	ɔ31 u53 ku33, mA53 dA 21	Lahu Shi, Biyo	32	5 3
54	<?>	sɨ54 phA 21, xɛ54 mɛ54 qu33	Lahu Shi	12	5 4
55	<?>	xa55 sa55 la55 mo55, ɲi55 tsa55 la55 kv33	Baihong, Lisu, Biyo, Nesu, Nisu, Zaiwa, Lahu Shi, Naxi, Zauzou	436	5 5
?$	<?>	ŋa55?, waw*? xaw*?	Baihong, Nusu, Na (Lahu)	6	? $
ә$	<?>	ɟә, lә	Samei, Jino, Nusu, Kucong, Naxi	96	\u04d9 $
A$	<?>	lu lA, dʐɨ ɕi lA	Nusu	2	A $
I$	<?>	a çI	Kucong	1	I $
Y$	<?>	dzY	Nusu	1	Y $
^ә	<?>	ә33 mbu31, ә tsɔ	Naxi, Kucong, Samei	4	^ \u04d9
^A	<?>	A33 pɔ55 sɨ11, A33 phAi53	Nisu, Lahu Shi, Biyo	55	^ A
^E	<?>	E31dzAŋ53, E31 kɤ33 lɤ33 mɤ31	Lahu Shi	2	^ E
^I	<?>	I 51 phe 21	Zaiwa	1	^ I
10$	<?>	ge zi10, cun zi10	Mandarin Chinese	11	1 0 $
11$	<?>	ɕi11 A11, A33 pɔ55 sɨ11	Mandarin Chinese, Lahu Shi	26	1 1 $
12$	<?>	pyao liu12, bian fu12	Mandarin Chinese	5	1 2 $
13$	<?>	qiu yin13, wu ding13	Mandarin Chinese, Naxi, Zauzou	11	1 3 $
14$	<?>	dan14, yin dao14	Mandarin Chinese	17	1 4 $
20$	<?>	chong zi20, to fa20	Mandarin Chinese	15	2 0 $
21$	<?>	no 21, mji 21	Nisu, Zaiwa, Nesu, Lahu Shi, Mandarin Chinese	493	2 1 $
22$	<?>	nan ren22, nan hai22	Mandarin Chinese	5	2 2 $
23$	<?>	tao pao23, ya chi23	Mandarin Chinese	3	2 3 $
24$	<?>	bi ti24, qiang bi24	Mandarin Chinese	12	2 4 $
30$	<?>	nü xu30, jie jie30	Mandarin Chinese	12	3 0 $
31$	<?>	mo31, sɨ31	Baihong, Biyo, Lisu, Naxi, Lahu Shi, Zauzou, Mandarin Chinese, Zaiwa	678	3 1 $
313	<?>	khA313 tɕi33, mA313 xe53	Lahu Shi	2	3 1 3
32$	<?>	nü er32, duo cang32	Mandarin Chinese	9	3 2 $
33$	<?>	ŋo 33, no 33	Nesu, Nisu, Naxi, Lisu, Biyo, Lahu Shi, Zauzou, Mandarin Chinese	680	3 3 $
331	<?>	pɤ331 ɣɔ53	Lahu Shi	1	3 3 1
34$	<?>	fu lan34, wan shang34	Mandarin Chinese	7	3 4 $
35$	<?>	bɔ35, le 35	Lahu Shi, Zauzou, Lisu, Biyo	106	3 5 $
40$	<?>	zhe li40, na li40	Mandarin Chinese	12	4 0 $
41$	<?>	mi feng41, shu pi41	Mandarin Chinese	2	4 1 $
42$	<?>	mi 42, kho 42	Zauzou, Lisu, Mandarin Chinese	78	4 2 $
43$	<?>	han shui43, chi bang43	Mandarin Chinese	3	4 3 $
44$	<?>	fu 44, ʃɨ 44	Lisu, Zauzou, Mandarin Chinese	141	4 4 $
51$	<?>	no 51, nam 51	Zaiwa	92	5 1 $
53$	<?>	mA53, mɔ53	Lahu Shi, Biyo, Zaiwa	83	5 3 $
54$	<?>	po31 mɤ31 sɯ54, ɣA54	Lahu Shi	28	5 4 $
55$	<?>	na55, mɔ55	Baihong, Biyo, Zaiwa, Nesu, Nisu, Naxi, Lisu, Zauzou, Lahu Shi	677	5 5 $
XX$	<?>	ɲo_m XX	Zaiwa	1	X X $
^33	<?>	33 ɬa_ 55, 33 mi 33	Nesu	2	^ 3 3
^ә$	<?>	ә	Kucong, Samei	2	^ \u04d9 $
ɕa~	<???>	ɕa~	Naxi	1	\u0255 a ~
jæ~	<???>	jæ~	Naxi	1	j \xe6 ~
113$	<?>	zhi zhu wang113	Mandarin Chinese	1	1 1 3 $
213$	<?>	ɕa 213	Biyo	1	2 1 3 $
311$	<?>	da ha qian311	Mandarin Chinese	1	3 1 1 $
313$	<?>	A33 vu 21 tsA313, ɣɔ313	Lahu Shi	5	3 1 3 $
314$	<?>	da pen ti314	Mandarin Chinese	1	3 1 4 $
344$	<?>	ou tu wu 344	Mandarin Chinese	1	3 4 4 $
^21$	<?>	21	Nesu	7	^ 2 1 $
^33$	<?>	33	Nesu	10	^ 3 3 $
^53$	<?>	53	Nesu	1	^ 5 3 $
^55$	<?>	55	Nesu	1	^ 5 5 $
ɕja~	<???>	ɕja~	Nusu	1	\u0255 j a ~
o~31	<???>	o~31	Lahu Shi	1	o ~ 3 1
u~33	<???>	u~33	Lahu Shi	1	u ~ 3 3
3155$	<?>	de ma3155	Baihong	1	3 1 5 5 $
5555$	<?>	tɕe kɯ5555	Baihong	1	5 5 5 5 $
ɕa~33	<???>	ɕa~33	Biyo	1	\u0255 a ~ 3 3
do~55	<???>	do~55	Biyo	1	d o ~ 5 5
ɛ~ 35	<???>	ɛ~ 35	Lisu	1	\u025b ~   3 5
e~ 44	<???>	e~ 44	Lisu	1	e ~   4 4
i~ 31	<???>	i~ 31	Zauzou	1	i ~   3 1
la~31	<???>	la~31	Biyo	1	l a ~ 3 1
o~ 44	<???>	o~ 44	Lisu	1	o ~   4 4
xɔ~31	<???>	xɔ~31	Lahu Shi	1	x \u0254 ~ 3 1
xɔ~53	<???>	xɔ~53	Lahu Shi	1	x \u0254 ~ 5 3
xɔ~55	<???>	xɔ~55	Lahu Shi	2	x \u0254 ~ 5 5
ʔi~ 44	<???>	ʔi~ 44	Zauzou	1	\u0294 i ~   4 4
ɕa~ 31	<???>	ɕa~ 31	Zauzou	1	\u0255 a ~   3 1
ɣe~ 55	<???>	ɣe~ 55	Zauzou	1	\u0263 e ~   5 5
ɣɔ~ 35	<???>	ɣɔ~ 35	Zauzou	1	\u0263 \u0254 ~   3 5
hæ~ 33	<???>	hæ~ 33	Zauzou	1	h \xe6 ~   3 3
hi~ ku	<???>	hi~ ku	Nusu	1	h i ~   k u
hi~ na	<???>	hi~ na	Nusu	1	h i ~   n a
hi~ sә	<???>	hi~ sә	Nusu	1	h i ~   s \u04d9
jæ~ sɤ	<???>	jæ~ sɤ	Nusu	1	j \xe6 ~   s \u0264
kæ~ 31	<???>	kæ~ 31	Zauzou	1	k \xe6 ~   3 1
kæ~ 33	<???>	kæ~ 33	Zauzou	1	k \xe6 ~   3 3
ke~ 35	<???>	ke~ 35	Zauzou	1	k e ~   3 5
la~ 33	<???>	la~ 33	Zauzou	1	l a ~   3 3
lia~31	<???>	lia~31	Biyo	1	l i a ~ 3 1
ɲɯ~ 33	<???>	ɲɯ~ 33	Zauzou	1	\u0272 \u026f ~   3 3
o xiu~	<???>	o xiu~	Nusu	1	o   x i u ~
pe~ 33	<???>	pe~ 33	Zauzou	1	p e ~   3 3
pe~ 42	<???>	pe~ 42	Zauzou	1	p e ~   4 2
sæ~ 31	<???>	sæ~ 31	Zauzou	1	s \xe6 ~   3 1
te~ 44	<???>	te~ 44	Zauzou	1	t e ~   4 4
ʑæ~ 44	<???>	ʑæ~ 44	Zauzou	1	\u0291 \xe6 ~   4 4
hi~ gau	<???>	hi~ gau	Nusu	1	h i ~   g a u
ju~ ʐwɔ	<???>	ju~ ʐwɔ	Nusu	1	j u ~   \u0290 w \u0254
khe~ 33	<???>	khe~ 33	Zauzou	1	k h e ~   3 3
khe~ 42	<???>	khe~ 42	Zauzou	1	k h e ~   4 2
pɯ we~j	<???>	pɯ we~j	Nusu	1	p \u026f   w e ~ j
pa~o 35	<???>	pa~o 35	Zauzou	1	p a ~ o   3 5
phe~ 31	<???>	phe~ 31	Zauzou	1	p h e ~   3 1
pie~ 35	<???>	pie~ 35	Zauzou	1	p i e ~   3 5
ta lja~	<???>	ta lja~	Jino	1	t a   l j a ~
tɕa~ 31	<???>	tɕa~ 31	Zauzou	1	t \u0255 a ~   3 1
tɕa~ bi	<???>	tɕa~ bi	Nusu	1	t \u0255 a ~   b i
hju~ brә	<???>	hju~ brә	Nusu	1	h j u ~   b r \u04d9
swa~ dzә	<???>	swa~ dzә	Nusu	1	s w a ~   d z \u04d9
tɕiæ~ 55	<???>	tɕiæ~ 55	Zauzou	2	t \u0255 i \xe6 ~   5 5
tɕio~ 44	<???>	tɕio~ 44	Zauzou	1	t \u0255 i o ~   4 4
tʂwa~ fu	<???>	tʂwa~ fu	Nusu	1	t \u0282 w a ~   f u
tɕhia~ 31	<???>	tɕhia~ 31	Zauzou	1	t \u0255 h i a ~   3 1
a 44 o~ 33	<???>	a 44 o~ 33	Zauzou	1	a   4 4   o ~   3 3
bi31 de~55	<???>	bi31 de~55	Biyo	1	b i 3 1   d e ~ 5 5
mo55 xɔ~33	<???>	mo55 xɔ~33	Lahu Shi	1	m o 5 5   x \u0254 ~ 3 3
u~ŋ35 nɛ31	<???>	u~ŋ35 nɛ31	Lahu Shi	1	u ~ \u014b 3 5   n \u025b 3 1
xɔ~35 nu31	<???>	xɔ~35 nu31	Lahu Shi	1	x \u0254 ~ 3 5   n u 3 1
ŋɔ 44 o~ 33	<???>	ŋɔ 44 o~ 33	Zauzou	1	\u014b \u0254   4 4   o ~   3 3
ao 42 o~ 33	<???>	ao 42 o~ 33	Zauzou	1	a o   4 2   o ~   3 3
dza~55 go55	<???>	dza~55 go55	Biyo	1	d z a ~ 5 5   g o 5 5
na 55 a~ 55	<???>	na 55 a~ 55	Zauzou	1	n a   5 5   a ~   5 5
ɔ 31 pɯ~ 35	<???>	ɔ 31 pɯ~ 35	Zauzou	1	\u0254   3 1   p \u026f ~   3 5
vɔ 33 o~ 33	<???>	vɔ 33 o~ 33	Zauzou	1	v \u0254   3 3   o ~   3 3
vu 42 o~ 33	<???>	vu 42 o~ 33	Zauzou	1	v u   4 2   o ~   3 3
xɔ 31 o~ 33	<???>	xɔ 31 o~ 33	Zauzou	1	x \u0254   3 1   o ~   3 3
ʐwɔ o~ hjy~	<???>	ʐwɔ o~ hjy~	Nusu	1	\u0290 w \u0254   o ~   h j y ~
ʔi~ 33 læ 31	<???>	ʔi~ 33 læ 31	Zauzou	1	\u0294 i ~   3 3   l \xe6   3 1
ʔo~ 33 le 35	<???>	ʔo~ 33 le 35	Zauzou	1	\u0294 o ~   3 3   l e   3 5
ŋo 31 ko~ 55	<???>	ŋo 31 ko~ 55	Zauzou	1	\u014b o   3 1   k o ~   5 5
ɕa~55 dʑau55	<???>	ɕa~55 dʑau55	Biyo	1	\u0255 a ~ 5 5   d \u0291 a u 5 5
mia 42 o~ 33	<???>	mia 42 o~ 33	Zauzou	1	m i a   4 2   o ~   3 3
pio 31 o~ 33	<???>	pio 31 o~ 33	Zauzou	1	p i o   3 1   o ~   3 3
se~ 31 vu 35	<???>	se~ 31 vu 35	Zauzou	1	s e ~   3 1   v u   3 5
tɯ 55 ka~ 31	<???>	tɯ 55 ka~ 31	Zauzou	1	t \u026f   5 5   k a ~   3 1
ʑæ~ 33 læ 31	<???>	ʑæ~ 33 læ 31	Zauzou	1	\u0291 \xe6 ~   3 3   l \xe6   3 1
ʔo~ 31 tsɔ 33	<???>	ʔo~ 31 tsɔ 33	Zauzou	1	\u0294 o ~   3 1   t s \u0254   3 3
dzua~33 fo~33	<???>	dzua~33 fo~33	Biyo	1	d z u a ~ 3 3   f o ~ 3 3
la 31 lue~ 35	<???>	la 31 lue~ 35	Zauzou	1	l a   3 1   l u e ~   3 5
lou 31 ko~ 55	<???>	lou 31 ko~ 55	Zauzou	1	l o u   3 1   k o ~   5 5
lou 42 ve~ 31	<???>	lou 42 ve~ 31	Zauzou	1	l o u   4 2   v e ~   3 1
o~ 55 khɯ~ 55	<???>	o~ 55 khɯ~ 55	Zauzou	1	o ~   5 5   k h \u026f ~   5 5
sæ 42 tse~ 33	<???>	sæ 42 tse~ 33	Zauzou	1	s \xe6   4 2   t s e ~   3 3
se~ 55 ʑa~ 35	<???>	se~ 55 ʑa~ 35	Zauzou	1	s e ~   5 5   \u0291 a ~   3 5
ta~ 44 khu 42	<???>	ta~ 44 khu 42	Zauzou	1	t a ~   4 4   k h u   4 2
to~ 33 pho 42	<???>	to~ 33 pho 42	Zauzou	1	t o ~   3 3   p h o   4 2
xo 31 tɕa~ 55	<???>	xo 31 tɕa~ 55	Zauzou	1	x o   3 1   t \u0255 a ~   5 5
ɣo~ 31 tso~ 33	<???>	ɣo~ 31 tso~ 33	Zauzou	1	\u0263 o ~   3 1   t s o ~   3 3
piɔ 35 tse~ 33	<???>	piɔ 35 tse~ 33	Zauzou	1	p i \u0254   3 5   t s e ~   3 3
tɕhi 31 pæ~ 33	<???>	tɕhi 31 pæ~ 33	Zauzou	1	t \u0255 h i   3 1   p \xe6 ~   3 3
tɕi 31 tɕa~ 33	<???>	tɕi 31 tɕa~ 33	Zauzou	2	t \u0255 i   3 1   t \u0255 a ~   3 3
tɕyi~ 44 o~ 33	<???>	tɕyi~ 44 o~ 33	Zauzou	1	t \u0255 y i ~   4 4   o ~   3 3
u~33 gɯ31 ku35	<???>	u~33 gɯ31 ku35	Lahu Shi	1	u ~ 3 3   g \u026f 3 1   k u 3 5
A55 kA54 xɛ~313	<???>	A55 kA54 xɛ~313	Lahu Shi	1	A 5 5   k A 5 4   x \u025b ~ 3 1 3
kho~ 31 kho~ 31	<???>	kho~ 31 kho~ 31	Zauzou	1	k h o ~   3 1   k h o ~   3 1
khuɔ 33 tse~ 33	<???>	khuɔ 33 tse~ 33	Zauzou	1	k h u \u0254   3 3   t s e ~   3 3
tha~ 31 tse~ 33	<???>	tha~ 31 tse~ 33	Zauzou	1	t h a ~   3 1   t s e ~   3 3
tɕhy~i 33 phu 31	<???>	tɕhy~i 33 phu 31	Zauzou	1	t \u0255 h y ~ i   3 3   p h u   3 1
la 42 lo 33 o~ 33	<???>	la 42 lo 33 o~ 33	Zauzou	1	l a   4 2   l o   3 3   o ~   3 3
pa 31 ti 31 o~ 33	<???>	pa 31 ti 31 o~ 33	Zauzou	1	p a   3 1   t i   3 1   o ~   3 3
ɣæ 33 ɣa~ 55 o~ 33	<???>	ɣæ 33 ɣa~ 55 o~ 33	Zauzou	1	\u0263 \xe6   3 3   \u0263 a ~   5 5   o ~   3 3
